"R0000100","R1235800","R1236201","R2600401","R3958501","R5510700","R7274300","S1598200","S2067100","S3861700","S5444300","S7545600","T0042200","T2022600","T3613400","T5213300","T6665100","T8136000","U0017200","U1855500","U3455600"
5348,1,300586,309101,318625,327743,337375,349233,356599,380731,398861,417629,432038,446224,461174,472948,0,0,0,0,0
5349,1,291684,317426,329111,344335,363590,376824,389257,411271,441089,456312,472499,488198,507198,518105,529801,575948,595017,623169,636523
5350,1,267495,284774,293200,305726,319467,331316,344597,362884,386297,396278,411932,421991,439799,448713,464039,489963,506800,545225,556240
5351,1,288706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5352,1,279676,307660,334258,353580,376587,396619,410814,446189,475821,492461,499535,510866,522170,526066,535435,552485,566263,598751,625427
5353,1,273066,297165,308104,322356,340382,352772,364410,385019,412934,427186,442340,457037,474823,485034,495983,539186,557037,583392,595893
5354,1,250421,266597,274485,286212,299076,310168,322601,339721,361640,370984,385638,395056,411726,420072,434419,458689,474451,510424,520735
5355,1,298759,332140,360781,395343,423882,439037,473918,505435,531226,548139,560097,569412,576826,587070,602475,625085,648676,698311,728371
5356,1,250421,266597,274485,286212,299076,310168,322601,339721,361640,370984,385638,395056,411726,420072,434419,458689,474451,510424,520735
5357,1,273066,297165,308104,322356,340382,352772,364410,385019,412934,427186,442340,457037,474823,485034,495983,539186,557037,0,0
5358,1,279754,300084,313323,326691,341189,351576,369158,374485,392382,399714,415889,425933,431494,438738,453760,474317,477715,484903,510373
5359,1,253941,275939,291946,309668,328216,343178,354506,373292,400591,408238,423942,442792,453519,461347,466194,477361,0,0,0
5360,1,273066,297165,308104,322356,340382,352772,364410,385019,412934,427186,442340,457037,474823,485034,495983,0,0,0,0
5361,1,287584,305034,310109,318289,327099,331247,343615,353681,371906,383178,397520,410202,414077,422036,427574,0,0,0,0
5362,1,261824,288022,312922,331011,352550,371303,384592,417708,445450,461027,467650,478258,488840,492487,501258,0,0,0,0
5363,1,298759,332140,360781,395343,423882,439037,473918,505435,531226,548139,560097,569412,576826,587070,602475,625085,648676,698311,728371
5364,1,298759,332140,360781,395343,423882,439037,473918,505435,531226,548139,560097,569412,576826,587070,602475,625085,648676,698311,728371
5365,1,270278,290937,299985,305055,314471,325013,332710,0,0,0,0,0,0,0,0,0,0,0,0
5366,1,281400,289372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5367,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
5368,1,298759,332140,360781,395343,423882,439037,473918,505435,531226,548139,560097,569412,576826,587070,602475,625085,648676,698311,728371
5369,1,287584,305034,310109,318289,327099,331247,343615,353681,371906,383178,397520,410202,414077,422036,427574,454738,466200,485118,505971
5370,1,261824,288022,312922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5371,1,278123,302668,313810,328326,346685,359305,371159,392149,420581,435096,450531,465500,483616,494016,505168,549171,567353,594196,606929
5372,1,258643,281049,297353,315403,334294,349534,361071,380205,408009,415798,431793,450991,461918,469891,474827,486201,505300,0,0
5373,1,255058,271534,279568,291512,304614,315912,328575,346012,368337,377854,392780,402372,419351,427851,442464,467183,483237,519876,530378
5374,1,286611,294730,303811,312505,321689,332996,340020,363030,380317,398212,411951,425477,439732,450959,462764,496000,514124,0,0
5375,1,255058,271534,279568,291512,304614,315912,328575,346012,0,0,0,0,0,0,0,0,0,0,0
5376,1,286611,294730,303811,312505,321689,332996,340020,363030,380317,398212,411951,425477,439732,450959,462764,496000,514124,551326,573546
5377,1,255058,271534,279568,291512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5378,1,292910,310682,315852,324183,333156,337381,349979,360230,378793,390274,404882,417799,421745,429852,435492,463160,474833,494102,515340
5379,1,289784,315358,326967,342092,361222,374370,386721,408592,0,0,0,0,0,0,0,0,0,0,0
5380,1,277854,305656,332081,351277,374134,394036,408138,443282,472722,489253,496281,507539,518769,522640,531948,548887,562575,594851,621353
5381,1,286826,308750,318351,323732,333724,344911,353080,373562,392327,403030,411717,423185,432602,448543,452671,473903,487534,523972,541002
5382,1,286826,308750,318351,323732,333724,344911,353080,373562,392327,403030,411717,423185,432602,448543,452671,473903,487534,523972,541002
5383,1,277854,305656,332081,351277,374134,394036,408138,443282,472722,489253,496281,507539,518769,522640,531948,548887,562575,594851,621353
5384,1,265753,282919,291290,303735,317386,329158,342352,360520,383781,393697,409249,419243,0,0,0,0,0,0,0
5385,1,289784,315358,326967,342092,361222,374370,386721,408592,438216,453340,469422,485019,503894,514730,526350,572197,591142,619110,632377
5386,1,333737,360658,389744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5387,1,333737,360658,389744,419919,437284,456889,488210,528273,547126,556324,572593,584816,592163,602849,613278,633197,660410,689602,0
5388,1,296299,314277,319506,327934,337011,341284,354028,364398,383176,394789,409566,422633,426625,434825,440531,468518,480327,499819,521303
5389,1,324013,350150,378388,407684,424542,443576,473985,512880,531184,540114,555909,567776,574909,585283,595409,614747,641168,669508,697220
5390,1,231173,256433,285356,300974,313379,319379,322755,332131,350062,350062,360508,371857,371857,380882,380882,384805,388670,413856,423747
5391,1,307813,342205,371714,407323,436727,452341,488279,520751,547323,564749,577070,586667,594305,604860,620731,644027,668333,719472,750443
5392,1,296299,314277,319506,327934,337011,341284,354028,364398,383176,394789,409566,422633,426625,434825,440531,468518,480327,499819,521303
5393,1,269758,296750,322405,341042,363233,382555,396246,430366,458948,474997,481821,492750,503653,507411,516448,532893,546183,577518,603248
5394,1,278468,299753,309075,314299,324000,334862,342792,362677,380896,391286,399720,410854,419997,435473,439481,460094,473329,508705,525238
5395,1,261824,288022,312922,331011,352550,371303,0,0,0,0,0,0,0,0,0,0,0,0,0
5396,1,242354,257563,316344,349982,357678,357678,377587,0,0,0,0,0,0,0,0,0,0,0,0
5397,1,190493,205881,218000,225412,231477,234291,260870,266139,273347,286920,293424,299811,306506,306506,309641,320418,331880,344346,354782
5398,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,0,0,0,0,0,0,0,0
5399,1,314483,339851,367259,395693,412056,430530,460044,497795,515561,524229,539558,551076,558000,568069,577897,596667,622310,649817,676714
5400,1,261824,288022,312922,331011,352550,371303,384592,417708,445450,461027,467650,478258,0,0,0,0,0,0,0
5401,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
5402,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
5403,1,314483,339851,367259,395693,412056,430530,460044,497795,515561,524229,539558,551076,558000,568069,577897,596667,622310,649817,0
5404,1,270278,290937,299985,305055,314471,325013,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,1,253941,275939,291946,309668,328216,343178,354506,373292,400591,408238,423942,442792,453519,461347,466194,477361,496113,518672,534114
5406,1,273066,297165,308104,322356,340382,352772,364410,385019,412934,427186,442340,457037,0,0,0,0,0,0,0
5407,1,250421,266597,274485,286212,299076,310168,322601,339721,361640,370984,385638,395056,411726,420072,434419,0,0,0,0
5408,1,261824,288022,312922,331011,352550,371303,384592,417708,445450,461027,467650,478258,488840,492487,501258,517220,530118,560533,585506
5409,1,273066,297165,308104,322356,340382,352772,364410,385019,412934,427186,442340,457037,474823,485034,495983,539186,557037,583392,595893
5410,1,287584,305034,310109,318289,327099,331247,343615,353681,371906,383178,397520,410202,414077,422036,427574,454738,466200,485118,505971
5411,1,279754,300084,313323,326691,341189,351576,369158,374485,392382,399714,415889,425933,431494,438738,453760,474317,477715,484903,510373
5412,1,279754,300084,313323,326691,341189,351576,369158,374485,392382,399714,415889,425933,431494,438738,0,0,0,0,0
5413,1,279754,300084,313323,326691,341189,351576,369158,374485,392382,399714,415889,425933,431494,438738,453760,474317,477715,484903,510373
5414,1,253941,275939,291946,309668,328216,343178,354506,373292,400591,408238,423942,442792,0,0,0,0,0,0,0
5415,1,250421,266597,274485,286212,299076,310168,322601,339721,361640,370984,385638,395056,411726,420072,434419,458689,474451,510424,520735
5416,1,287584,305034,310109,318289,327099,331247,343615,353681,371906,383178,397520,410202,414077,422036,427574,454738,466200,0,0
5417,1,298759,332140,360781,395343,423882,439037,473918,505435,531226,548139,560097,569412,576826,587070,602475,625085,648676,698311,728371
5418,1,253941,275939,291946,309668,328216,343178,354506,373292,400591,408238,423942,442792,453519,461347,466194,477361,496113,518672,534114
5419,1,258173,280538,296812,314830,333687,348898,360414,379514,407267,415042,431007,450171,461078,469036,473964,485317,504382,527316,0
5420,1,266188,292823,318138,336528,358426,377492,391002,424670,452874,468711,475444,486229,496987,500696,509613,0,0,0,0
5421,1,284416,305085,318545,332136,346876,357435,375310,380726,398922,406376,422821,433032,438686,446050,461322,482223,485677,492985,518880
5422,1,274783,295786,304984,310140,319712,330430,338255,357877,375855,386108,394430,405416,414439,429710,433665,454005,467064,501972,518286
5423,1,252824,288956,300077,324852,334951,346622,373546,420251,453786,478283,0,0,0,0,0,0,0,0,0
5424,1,217037,230364,238014,256158,269386,279993,288106,0,0,0,0,0,0,0,0,0,0,0,0
5425,1,314483,339851,367259,395693,412056,430530,460044,497795,515561,524229,539558,551076,558000,568069,577897,596667,622310,649817,676714
5426,1,281400,289372,298287,306823,315840,326941,333838,356429,373402,0,0,0,0,0,0,0,0,0,0
5427,1,261824,288022,312922,331011,352550,371303,384592,417708,0,0,0,0,0,0,0,0,0,0,0
5428,1,281400,289372,298287,306823,315840,326941,333838,356429,373402,390971,404461,417741,431737,442760,454351,486982,504777,541302,563118
5429,1,261824,288022,312922,331011,352550,371303,384592,417708,445450,461027,467650,478258,488840,492487,501258,517220,530118,560533,585506
5430,1,270278,290937,299985,305055,314471,325013,332710,0,0,0,0,0,0,0,0,0,0,0,0
5431,1,250421,266597,274485,286212,299076,310168,322601,0,0,0,0,0,0,0,0,0,0,0,0
5432,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
5433,1,267395,294150,319580,338054,360051,379203,392775,0,0,0,0,0,0,0,0,0,0,0,0
5434,1,267395,294150,319580,338054,360051,379203,392775,0,0,0,0,0,0,0,0,0,0,0,0
5435,1,278876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5436,1,278876,303487,314659,329215,347624,360278,372164,393211,421720,436275,451751,466761,484926,495354,506536,550658,568889,595805,608572
5437,1,287387,295528,304634,313351,322560,333897,340941,364013,381347,399290,413067,426630,440923,452181,464018,497343,515517,552819,575099
5438,1,255749,272269,280325,292301,305439,316767,329465,346949,369335,378877,393843,403461,420486,429009,443662,468448,484546,521284,531814
5439,1,304396,338407,367588,402802,431880,447320,482859,514971,541249,558481,570665,580156,587709,598147,613842,636879,660915,711487,742114
5440,1,286709,294831,303915,312612,321799,333110,340137,363154,380448,398348,412092,425623,439883,451114,462923,0,0,0,0
5441,1,304396,338407,367588,402802,431880,447320,482859,514971,541249,558481,570665,580156,587709,598147,613842,636879,660915,711487,742114
5442,1,286709,294831,303915,312612,321799,333110,340137,363154,380448,398348,412092,425623,439883,451114,462923,496170,514301,551515,573742
5443,1,278218,302772,313917,328438,346804,359428,371286,392284,420725,435246,450686,465660,483782,494186,505342,549359,567547,594400,607137
5444,1,275378,296427,305645,310811,320404,331145,338988,358652,376668,386944,395284,406294,415336,430640,434604,454988,468075,503059,519409
5445,1,266764,293457,318826,337257,359202,378309,391848,0,0,0,0,0,0,0,0,0,0,0,0
5446,1,275378,296427,305645,310811,320404,331145,338988,358652,376668,386944,395284,406294,415336,430640,434604,454988,468075,503059,0
5447,1,286709,294831,303915,312612,321799,333110,340137,363154,380448,398348,412092,425623,439883,451114,462923,0,0,0,0
5448,1,285032,305746,319235,332855,347627,358209,376123,381550,399785,407256,423736,433969,439635,447016,462321,483267,486729,494052,520003
5449,1,255146,271627,279664,291612,304719,316020,328688,346131,368464,377983,392914,402510,419495,427998,442616,467343,483403,520054,530560
5450,1,266764,293457,318826,337257,359202,378309,391848,425590,453855,469726,476473,487281,498063,501780,510716,526979,540121,571109,596553
5451,1,314483,339851,367259,395693,412056,430530,460044,497795,515561,524229,539558,551076,558000,568069,577897,596667,622310,649817,676714
5452,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
5453,1,281400,289372,298287,306823,315840,326941,333838,356429,373402,390971,404461,417741,431737,442760,454351,486982,504777,541302,563118
5454,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,0,0,0,0
5455,1,242354,257563,316344,349982,357678,357678,377587,402230,430579,463333,483718,483718,507078,514463,514463,557906,595613,619322,630749
5456,1,190493,205881,218000,225412,231477,234291,260870,266139,273347,286920,293424,299811,306506,306506,309641,320418,331880,344346,354782
5457,1,287584,305034,310109,318289,327099,331247,343615,353681,371906,383178,397520,410202,414077,422036,427574,454738,466200,485118,505971
5458,1,281400,289372,298287,306823,315840,326941,333838,356429,373402,390971,404461,417741,431737,442760,454351,486982,504777,541302,563118
5459,1,273066,297165,308104,322356,340382,352772,364410,385019,412934,427186,442340,457037,474823,485034,495983,539186,557037,583392,0
5460,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
5461,1,213854,222054,239466,251867,258156,289079,295515,298102,320344,340176,348190,360365,360365,372743,376781,392632,392632,425621,465721
5462,1,281400,289372,298287,306823,315840,326941,333838,0,0,0,0,0,0,0,0,0,0,0,0
5463,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
5464,1,261824,288022,312922,331011,352550,371303,384592,417708,445450,461027,467650,478258,0,0,0,0,0,0,0
5465,1,314483,339851,367259,395693,412056,430530,460044,497795,515561,524229,539558,551076,558000,568069,577897,596667,622310,649817,676714
5466,1,253941,275939,291946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5467,1,270278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,1,314483,339851,367259,395693,412056,430530,460044,497795,515561,524229,539558,551076,558000,568069,577897,596667,622310,649817,676714
5469,1,279754,300084,313323,326691,341189,351576,369158,374485,392382,399714,415889,425933,431494,438738,453760,474317,477715,484903,0
5470,1,279754,300084,313323,326691,341189,351576,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,1,229052,261787,271862,294308,303457,314031,338424,380737,411119,433312,446239,446239,466044,466044,480386,502146,502146,545011,584775
5472,1,190493,205881,218000,225412,231477,234291,260870,266139,273347,286920,293424,299811,306506,306506,309641,320418,331880,344346,354782
5473,1,253941,275939,291946,309668,328216,343178,354506,373292,400591,408238,423942,442792,453519,461347,466194,477361,496113,518672,534114
5474,1,254893,271358,279387,291323,304416,315707,328362,345788,368098,377608,392525,402110,419079,427573,442177,466879,482923,519539,0
5475,1,292720,310481,315647,323972,332940,337162,349751,359997,0,0,0,0,0,0,0,0,0,0,0
5476,1,284749,305442,318918,332525,347282,357854,375750,381172,0,0,0,0,0,0,0,0,0,0,0
5477,1,292720,310481,315647,323972,332940,337162,349751,0,0,0,0,0,0,0,0,0,0,0,0
5478,1,275105,296133,305341,310503,320087,330816,338652,358296,376295,386560,394892,405891,414924,430213,434172,454536,467611,502560,518893
5479,1,321035,346931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,1,293575,311389,316570,324920,333913,338148,350774,361049,379654,391161,405802,418748,422704,430829,436482,464212,475912,495225,516512
5481,1,304984,339060,368297,403579,432713,448183,483791,515965,542293,559558,571766,581275,588843,599301,615026,638107,662190,712859,743546
5482,1,285582,306335,319850,333497,348297,358900,376849,382286,400557,408042,424553,434806,440484,447878,463213,484199,487668,495005,521006
5483,1,287262,295400,304502,313215,322420,333752,340793,363855,381181,399117,412887,426444,440732,451984,463816,497127,515293,552579,574849
5484,1,304984,339060,368297,403579,432713,448183,483791,515965,542293,559558,571766,581275,588843,599301,615026,638107,662190,712859,743546
5485,1,280107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,1,291632,299894,309134,317980,327325,338830,345977,0,0,0,0,0,0,0,0,0,0,0,0
5487,1,325919,352209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5488,1,259527,276291,284466,296619,309951,321447,334332,0,0,0,0,0,0,0,0,0,0,0,0
5489,1,298042,316126,321386,329863,338993,343292,356111,366542,385430,397111,411975,0,0,0,0,0,0,0,0
5490,1,298042,316126,321386,329863,338993,343292,356111,366542,385430,397111,411975,425119,429134,437383,443122,471274,483152,502759,524369
5491,1,282996,307971,319308,334078,352759,365600,377662,399020,427950,442720,458425,473656,492090,502672,514019,0,0,0,0
5492,1,309623,344218,373900,409719,439296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5493,1,265227,288203,304922,323431,342804,358431,370262,389883,418395,426382,442784,462471,473676,481851,486914,498577,518163,541724,557852
