"R0000100","R1235800","R1236201","R2600401","R3958501","R5510700","R7274300","S1598200","S2067100","S3861700","S5444300","S7545600","T0042200","T2022600","T3613400","T5213300","T6665100","T8136000","U0017200","U1855500","U3455600"
1540,1,304839,323336,328716,337386,346724,351121,364232,374902,394221,406168,421371,434815,438922,447359,453229,482023,494172,514225,536329
1541,1,304839,323336,328716,337386,346724,351121,364232,374902,394221,406168,421371,434815,438922,447359,453229,482023,494172,514225,536329
1542,1,208428,221226,228573,245997,258701,268887,276678,284695,303935,316165,361019,361019,369767,369767,374968,379149,390880,0,0
1543,1,296539,318089,332122,346293,361661,372670,391307,396954,415925,423697,440842,451489,457384,465062,480985,502777,506378,513997,540996
1544,1,304839,323336,328716,337386,346724,351121,364232,374902,394221,406168,421371,434815,438922,447359,453229,482023,494172,514225,536329
1545,1,289450,314995,326590,341697,360805,373938,386275,408121,437710,452817,468880,484459,503313,514136,525742,571537,590460,0,0
1546,1,286495,308393,317984,323359,333339,344513,352673,373131,391875,402565,411242,422696,432103,448025,452149,473356,486972,523368,540377
1547,1,242795,277495,288174,311966,321665,332873,358729,0,0,0,0,0,0,0,0,0,0,0,0
1548,1,214577,238430,250629,254829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,1,208925,225069,231929,238773,250265,270484,294154,313258,328243,338691,342206,361501,378443,389480,393826,402815,413719,437847,470242
1550,1,296539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,1,333352,360242,389295,419435,436779,456362,487647,527663,546495,555682,571932,584141,591480,602153,612571,632467,659648,688806,717316
1552,1,298283,306734,316184,325232,334791,346558,353868,377815,0,0,0,0,0,0,0,0,0,0,0
1553,1,116975,136958,143187,155370,182403,200135,210502,218947,229774,239735,239735,239735,247077,250570,250570,261664,269496,0,0
1554,1,111854,123329,125184,129639,135409,140273,153894,165545,179346,185740,200558,205488,205488,205488,207993,216426,223332,259020,269108
1555,1,116975,136958,143187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,1,111854,123329,125184,129639,135409,140273,153894,165545,179346,185740,200558,205488,205488,205488,207993,216426,223332,259020,269108
1557,1,104408,106165,107942,110758,113054,113948,115965,117138,117138,117138,120281,120281,120281,121255,123934,126078,126078,128235,129398
1558,1,97057,100137,106410,115397,121891,127478,135358,155501,168834,172190,182277,188645,188645,188645,190644,194958,197094,208990,208990
1559,1,390094,424521,440148,460508,486260,503960,520586,550028,589906,610265,631914,652910,678319,692906,708548,770265,795768,833418,851276
1560,1,281570,303327,312573,321797,337284,364533,396434,422180,442376,456457,461194,487198,510031,524906,530763,542878,557573,590090,633749
1561,1,281570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,1,94487,101788,104890,107985,113183,122327,133032,141671,148449,153174,154763,163489,0,0,0,0,0,0,0
1563,1,114396,126132,128029,132586,138487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,1,117114,129129,131070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,1,109318,111158,113018,115966,118370,119307,121418,122646,122646,122646,125937,125937,125937,126956,129762,132006,132006,134265,135482
1566,1,114025,114025,117778,126577,134898,141518,141518,142738,150443,151904,153332,155091,156554,156554,160435,0,0,0,0
1568,1,110265,110265,113894,122403,130450,136851,136851,138031,145482,146895,148276,149977,151392,151392,155145,158738,160460,165858,171590
1569,1,108110,123561,128316,138910,143228,148219,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,1,108110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,1,89911,97173,102894,106392,109254,110583,123128,125615,129017,135423,138493,141508,144668,144668,146147,151234,0,0,0
1572,1,289450,314995,326590,341697,360805,373938,386275,408121,437710,452817,468880,484459,503313,514136,525742,571537,590460,618396,631647
1573,1,277534,305304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,1,286495,308393,317984,323359,333339,344513,352673,373131,391875,402565,411242,422696,432103,448025,452149,473356,486972,523368,540377
1575,1,269177,292495,309463,328249,347909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,1,333352,360242,389295,419435,436779,456362,487647,527663,546495,555682,571932,584141,591480,602153,612571,632467,659648,688806,717316
1577,1,304839,323336,328716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,1,277534,305304,331698,350872,373703,393581,407667,442771,472177,488689,495709,506953,518170,522037,531334,548253,561925,594165,620636
1579,1,114850,126633,128537,133112,139036,144031,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,1,120108,140627,147022,159531,187288,205496,216140,224812,235929,246156,246156,246156,253695,257282,257282,268673,276715,292117,307373
1581,1,408829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,1,430345,465059,502565,541475,563866,589146,629534,681194,705505,717365,738343,754105,763579,777358,790806,816491,851582,889223,926029
1583,1,137737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,1,114551,123804,131091,135548,139195,140887,156871,160039,164373,172535,176446,180287,184313,184313,186198,192679,199571,207068,213343
1585,1,113888,121122,122025,126144,131735,133860,146205,160196,177981,182818,192953,204388,209968,212561,219250,219250,226423,238697,238697
1586,1,121729,135261,142181,144564,155947,158416,169574,172857,185106,197131,207181,219403,224975,224975,230760,242756,268579,300065,300065
1587,1,382821,410641,428758,447051,466891,481103,505163,512453,536944,546977,569111,582856,590466,600378,620934,649066,653715,663552,698406
1588,1,393536,417414,424360,435553,447609,453285,470211,483984,508924,524348,543975,561330,566632,577523,585101,622274,637957,663846,692381
1589,1,237862,271856,282319,305628,315129,326109,351440,395381,426931,0,0,0,0,0,0,0,0,0,0
1590,1,280674,302127,311522,316788,326566,337513,345507,365549,383912,394385,402885,414107,423323,0,0,0,0,0,0
1591,1,277400,301882,312994,327473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,1,257972,280319,296580,314584,333426,348626,360133,379218,406949,414718,430671,449820,460718,468670,473594,484938,503988,526905,542592
1593,1,274568,295555,304746,309897,319463,330172,337991,357598,375561,385806,394122,0,0,0,0,0,0,0,0
1594,1,85611,96657,102417,113408,119461,126323,129929,135215,144807,149871,149871,156837,156837,156837,156837,161139,161139,164897,164897
1595,1,107988,107988,111542,119875,127755,134025,134025,135180,142477,143861,145213,146879,148265,148265,151940,155460,157145,162433,168046
1596,1,94088,104547,109896,111738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,1,96240,99295,105515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,1,110062,121314,137412,143908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,1,81505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,1,89689,96934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,1,89689,96934,102640,106130,108985,110310,122824,125305,128699,135089,138152,141159,144311,144311,145787,150861,156258,162127,167041
1602,1,89171,94835,95541,98766,103144,104808,114474,125428,139354,143141,151076,160029,164398,166428,171666,171666,177282,186892,186892
1603,1,110062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,1,338921,366260,395798,426441,444076,463985,495793,536478,555624,564965,581486,593899,601360,612212,622804,643032,670668,700312,729299
1605,1,301493,323402,337670,352078,367702,378896,397844,403585,422873,430775,448207,459031,465024,472831,489020,511175,514837,522584,550033
1606,1,194823,210560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,1,207032,230047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,1,321630,347575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,1,256112,272656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,1,337634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,1,337634,362170,378148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,1,337634,362170,378148,394283,411780,424315,445535,451964,473565,482414,501935,514057,520769,529511,547641,572452,576553,585228,615968
1613,1,302232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,1,379548,410165,443244,477561,497309,519605,555226,600788,622229,632690,651191,665092,673448,685601,697462,720115,751063,784262,816723
1615,1,276645,307399,323125,328540,354410,360020,385380,392840,420677,448007,470846,498622,511286,511286,524433,551695,610381,681936,681936
1616,1,358156,384183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,1,320602,341312,351411,366424,382893,397094,413012,434930,462991,474953,493715,505772,527115,537799,556167,587238,607418,653473,666673
1618,1,382488,425224,461892,506140,542677,562079,606735,647085,680104,701757,717067,728992,738484,751600,771321,800268,830470,894016,932501
1619,1,335202,368742,400620,423779,451353,475363,492376,534773,0,0,0,0,0,0,0,0,0,0,0
1620,1,360263,370469,381884,392812,404356,418568,427397,456320,478050,500543,517813,534815,552734,566846,581684,623461,646243,693005,720934
1621,1,271704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,1,298436,316544,321811,330299,339442,343746,356582,367027,385940,397637,412521,425682,429703,437962,443709,471898,483792,503424,0
1623,1,259871,276657,284843,297012,310362,321872,334775,352541,375287,384983,400191,409964,427263,435924,450812,475998,492355,529685,540385
1624,1,298436,316544,321811,330299,339442,343746,356582,367027,385940,397637,412521,425682,429703,437962,443709,471898,0,0,0
1625,1,240966,250206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,1,222087,239248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,1,278755,303356,314523,329072,347473,360121,372002,393041,421537,436085,451555,466558,484715,495139,506316,550419,0,0,0
1628,1,255638,272151,280204,292174,305306,316630,329322,346799,369174,378712,393672,403286,420304,428823,443469,468245,0,0,0
1629,1,279754,300084,313323,326691,341189,351576,369158,374485,392382,399714,415889,425933,431494,438738,453760,474317,477715,484903,510373
1630,1,310372,337259,356823,378484,401153,419440,433285,456246,489611,498958,518151,541190,554302,563869,569792,583441,0,0,0
1631,1,320007,352027,382461,404569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,301772,310322,319883,329036,338706,350611,358007,382234,400436,419277,433743,447985,462994,474815,487245,522238,541322,580491,603886
1633,1,337251,364456,393848,424340,441888,461700,493351,533835,552887,562182,578622,590973,598398,609196,619736,639864,667364,696862,725706
1634,1,308405,327118,332560,341332,350780,355228,368493,379287,398831,410919,426300,439900,444056,452591,458530,487661,499952,520240,542602
1635,1,320389,356187,386901,423965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,280780,308874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,1,268551,285898,294357,306933,320728,332623,345957,364316,387822,397842,413558,423657,441535,450484,0,0,0,0,0
1638,1,320389,356187,386901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,308405,327118,332560,341332,350780,355228,368493,379287,398831,410919,426300,439900,444056,452591,458530,487661,499952,520240,542602
1640,1,292835,318679,330410,345694,365025,378312,390793,412894,442830,458113,474364,490125,0,0,0,0,0,0,0
1641,1,289846,312001,321703,327141,337238,348543,356798,377495,396458,407273,416052,427640,437157,453266,457437,478892,492668,0,0
1642,1,275684,296756,305984,311156,320760,331513,339364,359051,377087,387374,395723,406745,415797,431119,435086,455493,468595,503618,519986
1643,1,261824,288022,312922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1,267792,290990,307871,326559,346119,361897,373843,393654,422441,430506,447066,466944,478257,486512,491623,503399,523174,546963,563247
1645,1,276106,303733,329991,349066,371780,391556,405570,440493,469747,486174,493158,504344,515504,519350,528600,545432,559034,591107,617442
1646,1,287960,313374,324910,339939,358948,372014,384287,406021,435458,450487,466467,481966,500723,511491,523037,568596,587421,615214,628397
1647,1,295013,316452,330413,344511,359800,370752,389294,394911,413785,421517,438574,449166,455030,462669,478510,500189,503772,511352,538212
1648,1,276106,303733,329991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,1,281219,309357,336102,355531,378665,398807,413080,448650,478446,495177,502291,513684,525050,528968,538389,555533,569386,602054,628877
1650,1,293293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,1,290944,312087,325856,339759,354837,365639,383924,389464,0,0,0,0,0,0,0,0,0,0,0
1652,1,272297,299543,325439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,1,260438,277261,285465,297660,311039,322575,335505,353310,376106,385823,401064,410858,428195,436875,0,0,0,0,0
1654,1,310710,345426,375212,411157,440838,456598,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,1,298217,324535,336482,352047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,1,307318,316024,325761,335083,344931,357054,364586,389258,407794,426982,441714,456218,471503,483541,496199,531835,551269,591159,614984
1657,1,105172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,1,307729,330092,344655,359361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,1,259654,269609,290751,305807,313443,350989,358802,361943,388949,413028,422759,437541,437541,452570,457473,476719,476719,516773,565461
1660,1,279335,303533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,1,328635,365355,396859,434877,466271,482940,521309,555978,584348,602952,616107,626353,634508,645777,662722,687593,713544,0,0
1662,1,288007,316824,344214,364112,387805,408433,423051,459479,489995,507130,514415,526083,537724,541736,551384,568942,583130,616586,644056
1663,1,229952,244559,246381,254697,265987,270277,295203,323454,359363,369130,389593,412680,423948,429184,442690,442690,457173,481955,481955
1664,1,274500,292231,300878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,1,287000,315717,343011,362839,386449,407005,421572,0,0,0,0,0,0,0,0,0,0,0,0
1666,1,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,1,308457,317196,326969,336325,346209,358378,365938,390701,409306,428565,443352,457909,473251,485333,498038,533807,553313,593350,617263
1668,1,308457,317196,326969,336325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,1,297063,322796,341522,362254,383951,401454,414705,436681,468616,477562,495932,517983,530532,539689,545359,558422,580359,606748,624812
1670,1,367886,397562,429624,462886,482027,503639,538165,582327,603109,613249,631182,644656,652754,664534,676030,697987,727985,760163,791627
1671,1,327259,351041,366529,382167,399127,411277,431845,438076,459013,467590,486512,498261,504767,513240,530813,554862,558837,567245,597041
1672,1,316175,340342,350925,356857,367872,380204,389208,411786,432471,444269,453844,466486,476867,494439,498989,522393,537420,577586,596358
1673,1,327259,351041,366529,382167,399127,411277,431845,438076,459013,467590,486512,498261,504767,513240,530813,554862,558837,567245,597041
1674,1,297063,322796,341522,362254,383951,401454,414705,436681,0,0,0,0,0,0,0,0,0,0,0
1675,1,329184,338510,348940,358925,369473,382459,390527,416955,436810,457363,473143,488679,505051,517946,531504,569677,590493,633221,658741
1676,1,349492,388542,422046,462477,495862,513590,554394,591263,621434,641219,655208,666105,674777,686762,704782,731231,758829,816892,852057
1677,1,327259,351041,366529,382167,399127,411277,431845,438076,459013,467590,486512,0,0,0,0,0,0,0,0
1678,1,292945,311868,321096,334814,349862,362838,377383,397410,423051,433981,451124,462141,481642,491405,508188,536579,0,0,0
1679,1,327259,351041,366529,382167,399127,411277,431845,438076,459013,467590,486512,498261,504767,513240,530813,554862,558837,567245,597041
1680,1,327259,351041,366529,382167,399127,411277,431845,438076,459013,467590,486512,498261,504767,513240,530813,554862,558837,567245,597041
1681,1,306285,336932,366060,387221,412417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,1,367886,397562,429624,462886,482027,503639,538165,582327,603109,613249,631182,644656,652754,664534,676030,697987,727985,760163,791627
1683,1,331364,352158,432528,478520,489043,489043,516264,549958,588718,633502,661374,661374,693313,703411,703411,762808,814365,846780,862405
1684,1,236688,263295,279944,304237,318321,320926,339693,349612,371186,378766,387982,387982,387982,387982,405647,414573,419374,435494,435494
1685,1,384119,427038,463861,508298,544992,564476,609323,649845,683004,704750,720125,732101,741633,754805,774610,803680,834012,897829,936477
1686,1,359684,385822,402844,420032,438672,452026,474631,481480,504491,513918,534715,547628,554778,564091,583405,609837,614205,623447,656194
1687,1,384119,427038,463861,508298,544992,564476,609323,649845,683004,704750,720125,732101,741633,754805,774610,803680,834012,897829,936477
1688,1,321969,342767,352909,367986,384526,398787,414773,436784,464966,476979,495821,507929,0,0,0,0,0,0,0
1689,1,300857,319112,324422,332979,342195,346535,359475,370005,389071,400863,415867,429135,433188,441515,447308,475726,487717,507508,529323
1690,1,282753,304365,313830,319135,328985,340013,348066,368257,386756,397306,405870,417175,426459,442173,446243,467173,480611,516531,533319
1691,1,282753,304365,313830,319135,328985,340013,348066,368257,386756,397306,405870,417175,426459,442173,446243,467173,480611,516531,533319
1692,1,273908,301316,327365,346289,368821,388440,402342,436987,466009,482305,489234,500331,511401,515218,524393,541092,0,0,0
1693,1,294387,302727,312054,320984,330417,342031,349246,372880,390636,409016,423129,437022,451664,463195,475321,0,0,0,0
1694,1,285669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,1,294387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,1,261979,278901,287154,299421,312879,324483,337490,355401,378331,388106,403437,413289,430729,439460,0,0,0,0,0
1697,1,300857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,1,328998,355537,384210,413956,431074,450401,481277,520771,539356,548424,0,0,0,0,0,0,0,0,0
1699,1,285669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,1,285669,310880,322324,337234,356092,369054,381229,402790,0,0,0,0,0,0,0,0,0,0,0
1701,1,294387,302727,312054,320984,330417,342031,349246,372880,390636,409016,423129,437022,451664,463195,475321,509458,528074,0,0
1702,1,285669,310880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,1,328998,355537,384210,413956,431074,450401,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,1,285669,310880,322324,337234,356092,369054,381229,402790,431993,446902,462755,478131,496738,507421,518875,564071,582747,610318,623396
1705,1,306645,333209,352539,373939,396337,414404,428083,450768,483732,492967,511930,534692,547646,557098,562951,576436,599080,626321,644967
1706,1,347271,368343,374471,384348,394987,399996,414932,427086,449094,462705,480024,495339,500018,509629,516316,549118,562958,585803,610983
1707,1,164303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,1,329740,358840,372050,389260,411027,425989,440043,464929,498638,515847,534146,551894,573371,585702,598923,651092,672649,704474,719569
1709,1,329458,356035,384748,414536,431677,451031,481951,521500,540112,549192,565252,0,0,0,0,0,0,0,0
1710,1,262346,279292,287556,299841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,1,312986,347957,377961,414169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,1,283149,304791,314270,319582,329446,340489,348554,368773,0,0,0,0,0,0,0,0,0,0,0
1713,1,301279,319559,324876,333445,342675,347020,359978,370523,389616,0,0,0,0,0,0,0,0,0,0
1714,1,104841,116496,122455,124508,134312,136438,146048,148875,0,0,0,0,0,0,0,0,0,0,0
1715,1,308579,339455,368801,390120,415505,437607,453269,492299,524995,543353,551159,563661,576132,580432,590769,0,0,0,0
1716,1,321828,350230,363123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,1,338938,359504,365486,375126,385509,390398,404975,416838,438318,451602,0,0,0,0,0,0,0,0,0
1718,1,89655,99734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,1,101836,108090,111679,120192,126399,131376,135183,139100,148501,154476,176391,176391,180666,180666,183207,185250,190981,205955,215307
1720,1,308579,339455,368801,390120,415505,437607,453269,492299,524995,543353,551159,563661,576132,580432,590769,609581,624782,660628,690060
1721,1,125517,133394,163837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,1,118628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,1,89655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,1,118628,135582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,1,125517,133394,163837,181259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,1,110757,115004,124022,130444,133701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,1,110757,115004,124022,130444,133701,149717,153050,154389,165909,176180,180331,186636,186636,193047,195138,203348,203348,220433,241201
1728,1,101836,108090,111679,120192,126399,131376,135183,139100,148501,154476,176391,176391,180666,180666,183207,185250,190981,205955,215307
1729,1,102079,109967,113319,116663,122278,132157,143722,0,0,0,0,0,0,0,0,0,0,0,0
1730,1,299287,325214,344080,364966,386826,404460,417811,439952,472125,481138,499646,521862,534505,543731,549443,562604,584705,0,0
1731,1,314483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,1,295469,303840,313202,322164,331632,343288,350530,374251,392072,410520,424684,438629,453324,464898,0,0,0,0,0
1733,1,266638,289736,306544,325152,344627,360337,372231,391957,420620,428650,445139,464931,476195,484414,489504,501229,520919,544605,560819
1734,1,255749,272269,280325,292301,305439,316767,329465,346949,0,0,0,0,0,0,0,0,0,0,0
1735,1,305873,340049,369371,404756,433975,449490,485201,517469,543874,561189,573433,582969,590559,601048,616819,639968,664121,714938,745713
1736,1,276713,297864,307127,312319,321958,332751,340632,360392,378495,388820,397201,0,0,0,0,0,0,0,0
1737,1,268058,294880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,1,268058,294880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,1,286415,307228,320783,334470,349313,359946,377947,383401,401724,409231,425791,436074,441768,449184,464563,485611,489089,496448,522525
1740,1,256383,272944,281020,293026,306197,317553,330282,0,0,0,0,0,0,0,0,0,0,0,0
1741,1,288099,296261,305389,314128,323360,334725,341786,364916,382293,400280,414091,427688,442017,0,0,0,0,0,0
1742,1,286415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,1,286415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,1,256383,272944,281020,293026,306197,317553,330282,347810,370251,379817,394820,404462,421529,430073,444762,469610,485748,522577,533133
1745,1,292629,310385,315549,323873,332837,337058,349644,359886,378431,389900,404494,417399,421342,429441,435075,462716,474379,493629,514847
1746,1,277857,302378,313509,328011,346354,358961,370804,391774,420179,434680,450100,465055,483153,493544,504685,548645,566810,593627,606348
1747,1,284662,305348,318820,332423,347175,357744,375634,381054,399266,406727,423185,433405,439064,446435,461720,482639,486096,493410,519327
1748,1,221877,230384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,1,286415,307228,320783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,1,253941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,1,253941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,1,290299,312488,322206,327652,337765,349088,357355,378085,397078,407910,416702,428309,437840,453974,458152,479641,493437,530317,547552
1753,1,320890,356743,387505,424628,455281,471558,509023,542875,570576,588741,601586,611591,619553,630557,647102,671387,696726,0,0
1754,1,272751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,1,320890,356743,387505,424628,455281,471558,509023,542875,570576,588741,601586,611591,619553,630557,647102,671387,696726,750038,782325
1756,1,319248,345000,372824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,1,254215,270636,278644,290548,303607,314867,327489,344868,367120,376605,391481,401041,417965,426437,441001,465638,481640,518158,528625
1758,1,267643,294423,319876,338367,360384,379554,393138,0,0,0,0,0,0,0,0,0,0,0,0
1759,1,255986,272521,280585,292572,305722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,1,207826,234641,248624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,1,249819,277117,308372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,1,255343,269625,291048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,1,269249,296872,301336,312061,325950,337659,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,1,305398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,1,255986,272521,280585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,1,279134,303768,314951,329519,347946,360611,372508,393575,422111,436679,452170,467193,485375,495813,507005,551168,569416,596357,609136
1767,1,255986,272521,280585,292572,305722,317060,329770,347271,369677,379228,394208,403835,420876,429407,444073,468882,0,0,0
1768,1,121622,142400,148875,161542,189649,208086,218865,227646,238903,249259,249259,249259,256893,260525,260525,272059,280203,295799,311248
1769,1,107905,119696,133196,140487,146277,149078,150654,155030,163399,163399,168276,173573,173573,177785,177785,179617,181421,193177,197794
1770,1,111630,127584,132494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,1,326422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,1,305657,327869,342334,356941,372781,384129,403339,409159,428714,436725,454397,465371,471447,479362,495774,518236,521948,529802,557630
1773,1,314212,333278,338823,347760,357385,361918,375432,386429,406342,418657,434328,448184,452418,461114,467164,496844,509366,530036,552820
1774,1,314212,333278,338823,347760,357385,361918,375432,386429,406342,418657,434328,448184,452418,0,0,0,0,0,0
1775,1,326422,362894,394187,431949,463131,479688,517799,552234,580413,598892,611958,622135,630235,641429,658259,682963,708739,762970,795813
1776,1,343602,371319,401265,432331,450209,470394,502641,543888,563298,572768,589518,602102,609666,620668,631406,651914,679931,709985,739372
1777,1,286067,314691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,1,273608,291282,299900,312713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,1,307455,316165,325906,335233,345085,357213,364749,389432,407976,427172,441911,456421,471713,483756,496420,532073,551515,591423,615258
1780,1,295304,317876,327761,333301,343589,355106,363517,384604,403924,414943,0,0,0,0,0,0,0,0,0
1781,1,196630,208704,215635,232073,244057,253667,261017,268580,286732,298269,340584,340584,0,0,0,0,0,0,0
1782,1,314483,339851,367259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,1,253941,275939,291946,309668,328216,343178,354506,373292,400591,408238,423942,442792,453519,461347,466194,477361,496113,518672,534114
1784,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
1785,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
1786,1,80941,91384,96830,107222,112945,119432,122842,127840,136908,141696,141696,148282,148282,148282,148282,152350,152350,155902,155902
1787,1,105822,109396,110836,117441,124462,127631,139167,153951,169576,176091,188924,198883,201309,201309,206192,214981,227250,0,0
1788,1,90991,93879,99760,108185,114273,119511,126899,145782,158282,161429,170885,176855,176855,176855,0,0,0,0,0
1789,1,96295,100790,105975,115339,119322,125689,127952,128999,131204,132309,133391,134514,134514,137033,137033,141268,145415,164236,170034
1790,1,109664,128399,134237,145659,171003,187627,197345,205263,215413,224751,224751,224751,231635,234910,234910,245310,252653,266715,280645
1791,1,90991,93879,99760,108185,114273,119511,126899,145782,158282,161429,170885,176855,176855,176855,178729,182773,184775,195928,195928
1792,1,80941,91384,96830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,1,96295,100790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,1,104863,115621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
